,Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
10061,Dennis the Menace (1993),No,,500000,,,,,
10062,Der Goldene Handschuh,No,,500000,17404.0,6.7,"['Crime', 'Drama', 'Horror']","color in title,hamburg germany,red light district hamburg,red light district,alcoholism",A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.
10063,Derek: Season 2,Yes,2014-05-30,500000,,,,,
10064,Detour // 올레,No,,500000,,,,,
10067,"Die Wilden Hühner und das Leben // Wilden Hühner und das Leben, Die",No,,500000,548.0,5.4,"['Adventure', 'Comedy', 'Drama']","friendship,jealousy,flirting,class trip,pregnancy test",The girl gang and its five members are getting older and are therefore dealing with more grown-up problems while still knowing that friendship is one of the most important things in life.
10069,Divines,Yes,2016-11-18,500000,10409.0,7.4,"['Crime', 'Drama']","doused with gasoline,gun in mouth,cell phone,banlieue,dancer",A street teenager from a dysfunctional family from a banlieue (HLMs) in Paris comes across a young dancer who turns her life upside down.
10071,Do Dooni Chaar // दो दूनी चार,No,,500000,5863.0,7.5,"['Comedy', 'Crime', 'Drama']","car,coaching class,neighbor,wedding,scooter",A middle class family in India tries to buy a new car.
10072,Doctor X Surgeon Michiko Daimon 1 // ドクターX ～外科医・大門未知子～ (2012),No,,500000,203.0,7.0,['Mystery'],"latex glove,japanese woman,japanese drama,surgery,japan","The show follows Daimon Michiko, a freelance surgeon who works at university hospitals in Japan. Also known as Doctor-X, Daimon is introduced at new hospitals by walking into surgery staff planning review sessions, where the condi..."
10076,Documentary Now!: Season 4,No,,500000,69.0,8.2,"['Documentary', 'Short']",,"The fascinating story of how a small Philadelphia business, Four Seasons Total Landscaping, became the target of global interest and then online hate after being chosen to host a Trump campaign press conference and the remarkable ..."
10078,Doomed Marriage: 2021 // 다시 뜨거워지고 싶은 애로부부: 2021,No,,500000,,,,,
10079,Doomsday,No,,500000,79221.0,5.9,"['Action', 'Sci-Fi', 'Thriller']","quarantine,britain,the future,virus,wall",
10080,Doraemon the Movie: Nobita’s Mermaid Legend // 映画ドラえもん のび太の人魚大海戦,No,,500000,932.0,6.8,"['Animation', 'Adventure', 'Comedy']","doraemon,anime animation,adventurer,based on manga,world",
10081,Dream Horse,No,,500000,6674.0,6.9,"['Biography', 'Comedy', 'Drama']","triumph of the human spirit,underdog story,horse trainer,husband wife relationship,wales",
10082,DreamWorks Home: For the Holidays,Yes,2017-12-01,500000,14345.0,6.6,"['Comedy', 'Drama', 'Romance']","thanksgiving,gay sibling,female protagonist,dysfunctional family,gay interest","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family."
10084,Dügün Dernek 2: Sünnet,Yes,,500000,11134.0,6.3,['Comedy'],,"After seeing his son married in the first movie of the series, Ismail is now having stress over his grandson&apos;s circumcision. When the old crew reunites, Ismail finds himself in all kinds of unthinkable trouble, and before he knows..."
10085,Düğün Dernek,Yes,,500000,23478.0,6.9,['Comedy'],"wedding,village,implied nudity,man dresses as a woman,turkey the country",A group of people in an eastern Turkish village are enlisted to throw a big and brash wedding in ten days notice.
10090,Elf Pets: Santa’s Reindeer Rescue,No,,500000,140.0,4.6,"['Short', 'Family']","reference to elf on the shelf,santa&apos;s reindeer","It&apos;s almost Christmas and Santa&apos;s test flights have run into trouble. Can The Elf on the Shelf, a crew of adorable Elf Pets Reindeer and Santa&apos;s gang of trusted Scout Elf friends help him find the answer before it&apos;s too late? Join..."
10091,Elizabeth,No,,500000,,,,,
10092,Elizabeth and Margaret: Love and Loyalty,No,,500000,,,,,
10093,Elizabeth Harvest,No,,500000,9463.0,5.8,"['Horror', 'Sci-Fi', 'Thriller']","older man younger woman marriage,scientist,cloning,female full frontal nudity,large estate","An extremely wealthy, and brilliant scientist, has the nasty habit of brutally killing his wife, cloning her, marring her again, and then repeating the process."
10094,Emergency Interrogation Room 2017 // 緊急取調室 (2017),No,,500000,99.0,7.5,['Mystery'],,
10095,Empresses in the Palace: Season 1 // 後宮甄嬛傳: 第 1 季 // 甄嬛传: 第 1 季,No,,500000,,,"['Short', 'Action', 'Drama']",,"A deleted scene cut from &apos;Angel: Season 3, Episode 13 - Waiting in the Wings&apos;."
10096,End Game,Yes,2018-05-04,500000,5588.0,5.1,"['Action', 'Thriller']","car chase,painting,flipping car,warrior,surprise ending",
10097,Escort in Love // Nessuno mi può giudicare,No,,500000,3328.0,6.1,['Comedy'],"female nudity,female rear nudity",
10098,Eternal Sunshine of the Spotless Mind,No,,500000,1056596.0,8.3,"['Drama', 'Romance', 'Sci-Fi']","memory,loneliness,valentine&apos;s day,flashback,nonlinear timeline",
10099,Ever Been to the Moon? // Sei mai stata sulla luna?,No,,500000,2161.0,6.2,['Comedy'],"scorpion,lego,farmhouse,reference to audrey hepburn,reference to breakfast at tiffanys","A successful fashion journalist inherits a farm in the deep south of Italy. She goes there to sell it, but not all goes as planned."
10104,Eyyvah Eyyvah 3 // Eyyvah Eyvah 3,No,,500000,7899.0,5.9,['Comedy'],,"Life is tough for Geyikli clarinetist Huseyin Badem after marrying his true love, Mujgan. He must grab every opportunity that comes his way to take care of his expanding family, even if it means playing clarinet by night for dingy..."
10106,Fallen (2016),No,,500000,15741.0,5.2,"['Drama', 'Fantasy', 'Romance']","swimming pool,fire,fencing,begins with historical notes,voice over narration","A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands..."
10107,Family Feud (South Africa): Season 2,No,,500000,6.0,7.0,['Game-Show'],,
10109,Fast & Feel Love // เร็วโหด...เหมือนโกรธเธอ,Yes,,500000,,,,,
10112,Final Account,No,,500000,1599.0,7.2,['Documentary'],"nazi germany,nazism,hitler youth,facing the past,denying responsibility","An urgent portrait of the last living generation of Hitler&apos;s Third Reich in never-before-seen interviews raising vital questions about authority, conformity, national identity, and their own roles in the greatest human crimes in h..."
10113,Final Destination 3,No,,500000,151479.0,5.8,"['Horror', 'Thriller']","tanning bed,characters murdered one by one,supernatural horror,reference to spongebob squarepants,premonition",Wendy Christensen and a group of teens who escaped a fatal roller-coaster crash face a bloody date with Death.
10114,Final Destination 5,No,,500000,123249.0,5.9,"['Horror', 'Thriller']","suspension bridge,gymnast,death of protagonist,eyeball run over by car,fall out window",Death returns to claim the lucky survivors of a deadly bridge collapse in this fifth frightening installment in the series.
10115,Fire Chasers: Season 1,Yes,2017-09-08,500000,30.0,6.8,"['Animation', 'Short', 'Family']","well,farmer,crow,attack,scarecrow","A farmer &apos;hires&apos; two scarecrows to guard his crops against voracious attacks by a flock of crows. During one attack a baby crow falls into the farmer&apos;s water well, and the scarecrows save its life. The grateful crows pledge to lea..."
10116,Five Came Back: The Reference Films,Yes,,500000,2327.0,7.1,"['Adventure', 'Drama', 'Romance']","jungle adventure,crash landing,elderly couple,no greater love,remade",
10117,Flames of Desire: Season 1 // แรงเทียน: ซีซั่น 1,No,,500000,,,['Drama'],,
10121,Free Willy (1993),No,,500000,81579.0,6.0,"['Adventure', 'Drama', 'Family']","whale,killer whale,animal,no opening credits,animal character name in title","When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale."
10122,Friend Request (2016),No,,500000,27592.0,5.2,"['Horror', 'Mystery', 'Thriller']","witch,suicide,funeral,betrayal,social media","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends."
10124,Fullmetal Alchemist: Brotherhood: Part 2 // 鋼の錬金術師 Fullmetal Alchemist: パート2,No,,500000,58.0,8.1,['Action'],,The story of Fullmetal Alchemist: Brotherhood follows the adventures of the Elric brothers. These two young alchemists where cursed after an ill-fated attempt to bring their mother back from the dead during which Edward suffered t...
10125,Fullmetal Alchemist: Brotherhood: Part 3 // 鋼の錬金術師 Fullmetal Alchemist: パート3,No,,500000,58.0,8.1,['Action'],,The story of Fullmetal Alchemist: Brotherhood follows the adventures of the Elric brothers. These two young alchemists where cursed after an ill-fated attempt to bring their mother back from the dead during which Edward suffered t...
10126,Gatao - The Last Stray // 角頭外傳浪流連 // 角头 外传浪流连,Yes,,500000,333.0,6.0,"['Action', 'Crime', 'Drama']","prison,gangster,mafia","A Qing encounters the photographer Xiao Qi at the full moon banquet of the daughter of the big brother Ren Ge at the corner of the Beiguan. They fall in love with each other. But, sadly, they aren&apos;t able to stay together at the end."
10128,Ghost in the Shell: Stand Alone Complex: Stand Alone Complex // 攻殻機動隊 STAND ALONE COMPLEX,No,,500000,11.0,5.7,"['Action', 'Sci-Fi']",,"Ghost in the Shell: Stand Alone Complex - First Assault, is an adaptation of the popular sci-fi Japanese anime series following the story of a cyborg-human hybrid."
10129,Gintama 2: Rules Are Made To Be Broken // 銀魂2 掟は破るためにこそある,No,,500000,1162.0,6.4,"['Action', 'Adventure', 'Comedy']","live action remake of anime,based on manga,historical fiction,period piece,live action manga adaptation",The Yorozuya gang returns to protect the country&apos;s shogun when the Shinsengumi police force finds itself in a crisis.
10132,GODZILLA City on the Edge of Battle // GODZILLA 決戦機動増殖都市,Yes,2018-07-17,500000,5348.0,5.8,"['Animation', 'Action', 'Adventure']","godzilla,robot sci fi,giant monster sci fi,sequel,second part","Humanity&apos;s desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago."
10133,Good Boys (2019),No,,500000,79748.0,6.7,"['Adventure', 'Comedy']","party,drone,divorce,bullying,chase","Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party."
10134,Goyo: The Boy General // Goyo: Ang Batang Heneral,No,2019-01-26,500000,946.0,6.5,"['Action', 'Biography', 'History']","emilio aguinaldo character,general,battle,tragedy,american","The story of Gregorio &apos;Goyo&apos; del Pilar, one of the youngest Generals during the Philippine-American War who fought in the historic Battle of Tirad Pass."
10136,Grumpy Christmas // Una Navidad no tan padre,Yes,2021-12-21,500000,434.0,4.5,['Comedy'],"christmas,family relationships","A family trip to the beach turns crazy when Servando and Alicia, Alma&apos;s willful aunt, start an over-the-top competition to control Christmas."
10137,Görümce,No,,500000,3455.0,5.0,"['Comedy', 'Family', 'Romance']",couple,A couple decides to tie the knot and has to whether the storm that is the groom&apos;s older sister.
10138,H24: Season 1,No,,500000,45628.0,6.6,"['Comedy', 'Romance']","christmas,coming out,holidays,lesbian relationship,lesbian",
10139,Hantu Kak Limah,No,,500000,718.0,5.6,"['Comedy', 'Fantasy', 'Horror']",,"Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing her ghost away from the village. Husin, ..."
10140,Happy New Year 2 // Šťastný nový rok 2: Dobro došli,No,,500000,98.0,4.7,"['Comedy', 'Romance']","sequel,f rated,title written by female,female lead,group of friends",
10141,Hasan Minhaj: The King's Jester,Yes,2022-10-04,500000,,,,,
10142,He Even Has Your Eyes // Il a déjà tes yeux,No,,500000,3259.0,6.2,['Comedy'],"adoption,toy giraffe,baby,couple,singing in a car","When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue."
